rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Courtyard view,Patio or balcony,Backyard,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Fast wifi – 120 Mbps,Fast wifi – 93 Mbps,Free parking garage on premises,Private hot tub - available all year,Sauna,Fast wifi – 354 Mbps,65 inch HDTV with Netflix,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Garden view,Fast wifi – 446 Mbps,Private hot tub - available all year,open 24 hours,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Shared hot tub,Park view,Fast wifi – 510 Mbps,Free washer – In building,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Pool,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,43 inch HDTV with Netflix,standard cable,Valley view,Fast wifi – 303 Mbps,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Private hot tub,Free dryer,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Shared outdoor pool - open specific hours,rooftop,32 inch HDTV with Fire TV,standard cable,Bathtub,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Free driveway parking on premises – 1 space,Fast wifi – 160 Mbps,Washer – In building,Fast wifi – 149 Mbps,50 inch HDTV with standard cable,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,52 inch HDTV with Disney+,Netflix,Roku,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 218 Mbps,42 inch HDTV with standard cable,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Shared outdoor pool - available all year,open specific hours,Shared hot tub - available all year,open specific hours,Fast wifi – 475 Mbps,50 inch HDTV,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Paid parking lot off premises,Sound system
139,2300,1000,0,1300,0,0,0,0,0,53514203,Apartment in Medellín,01/18/25 - 01/21/25,151,71,22,4.9,4.9 (81),11,https://www.airbnb.com/rooms/53514203?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.7284768212,20,21,41,0.2715231788,4 beds,TRUE,TRUE,,,TRUE,,,,TRUE,FALSE,,TRUE,,,,FALSE,TRUE,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2300,1020,0,1280,0,0,0,0,0,1272565942123504476,Loft in Laureles-Estadio,01/18/25 - 01/21/25,145,67,33,4.86,4.86 (7),15,https://www.airbnb.com/rooms/1272565942123504476?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,145,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2300,1035,0,1265,0,0,0,0,0,1247669880295373228,Apartment in Medellín,01/18/25 - 01/21/25,139,64,25,4.83,4.83 (6),18,https://www.airbnb.com/rooms/1247669880295373228?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.8561151079,20,0,20,0.1438848921,1 bed,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,TRUE,,,FALSE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2300,1195,0,1105,0,0,0,0,0,53814142,Apartment in Medellín,01/18/25 - 01/21/25,104,32,14,4.44,4.44 (118),50,https://www.airbnb.com/rooms/53814142?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,2 beds,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2295,1070,0,1225,0,0,0,0,0,1267463548542475308,Loft in Laureles-Estadio,01/18/25 - 01/21/25,131,57,29,4.75,4.75 (8),26,https://www.airbnb.com/rooms/1267463548542475308?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2290,995,0,1295,0,0,0,0,0,1279149658816091267,Loft in Medellín,01/18/25 - 01/21/25,152,72,36,4.89,4.89 (18),12,https://www.airbnb.com/rooms/1279149658816091267?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2290,1010,0,1280,0,0,0,0,0,34017286,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,149,69,25,4.86,4.86 (76),15,https://www.airbnb.com/rooms/34017286?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,121,0.8120805369,7,21,28,0.1879194631,2 double beds,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,,,,FALSE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2285,965,0,1320,0,0,0,0,0,1039296194701457836,Apartment in Medellín,01/18/25 - 01/21/25,158,78,30,4.94,4.94 (33),7,https://www.airbnb.com/rooms/1039296194701457836?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.8607594937,0,22,22,0.1392405063,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2285,1150,0,1135,0,0,0,0,0,1050968919034904224,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,114,41,17,4.56,4.56 (39),44,https://www.airbnb.com/rooms/1050968919034904224?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,97,0.850877193,17,0,17,0.149122807,2 beds,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2280,930,0,1350,0,0,0,0,0,1263769456381535784,Apartment in El Poblado,01/18/25 - 01/21/25,169,85,35,5,5.0 (12),1,https://www.airbnb.com/rooms/1263769456381535784?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,165,0.9763313609,0,21,21,0.124260355,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2280,985,0,1295,0,0,0,0,0,881991694064575844,Apartment in Medellín,01/18/25 - 01/21/25,154,74,25,4.89,4.89 (65),12,https://www.airbnb.com/rooms/881991694064575844?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,120,0.7792207792,15,19,34,0.2207792208,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2275,940,0,1335,0,0,0,0,0,643513622653579206,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,164,83,27,4.97,4.97 (30),4,https://www.airbnb.com/rooms/643513622653579206?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,127,0.7743902439,17,20,37,0.2256097561,2 double beds,TRUE,,TRUE,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2275,945,0,1330,0,0,0,0,0,10450836,Apartment in El Poblado,01/18/25 - 01/21/25,163,82,26,4.96,4.96 (25),5,https://www.airbnb.com/rooms/10450836?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.754601227,20,20,40,0.245398773,,TRUE,TRUE,,TRUE,,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2275,1005,0,1270,0,0,0,0,0,43179909,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,150,70,28,4.84,4.84 (141),17,https://www.airbnb.com/rooms/43179909?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.86,0,21,21,0.14,,TRUE,TRUE,,,,,,,,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2270,1015,0,1255,0,0,0,0,0,894510304690245127,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,148,68,20,4.81,4.81 (47),20,https://www.airbnb.com/rooms/894510304690245127?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7094594595,25,18,43,0.2905405405,2 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2270,1050,0,1220,0,0,0,0,0,1150364931064295476,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,61,30,4.74,4.74 (43),27,https://www.airbnb.com/rooms/1150364931064295476?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2270,1175,0,1095,0,0,0,0,0,1250254731461215305,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,108,36,20,,,52,https://www.airbnb.com/rooms/1250254731461215305?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.962962963,4,0,4,0.03703703704,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2265,935,0,1330,0,0,0,0,0,1131247400002710601,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,84,40,4.96,4.96 (45),5,https://www.airbnb.com/rooms/1131247400002710601?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2265,1005,0,1260,0,0,0,0,0,43179884,Apartment in Medellín,01/18/25 - 01/21/25,150,70,28,4.82,4.82 (85),19,https://www.airbnb.com/rooms/43179884?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.86,0,21,21,0.14,,TRUE,TRUE,,,,,,,TRUE,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2260,945,0,1315,0,0,0,0,0,716014686002708737,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,163,82,26,4.93,4.93 (120),8,https://www.airbnb.com/rooms/716014686002708737?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.754601227,20,20,40,0.245398773,1 queen bed,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2260,985,0,1275,0,0,0,0,0,53477119,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,154,74,22,4.85,4.85 (82),16,https://www.airbnb.com/rooms/53477119?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,111,0.7207792208,21,22,43,0.2792207792,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,,TRUE,,,,,TRUE,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2255,955,0,1300,0,0,0,0,0,643523203753562772,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,161,80,26,4.9,4.9 (31),11,https://www.airbnb.com/rooms/643523203753562772?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7701863354,17,20,37,0.2298136646,2 beds,TRUE,,TRUE,TRUE,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2255,1110,0,1145,0,0,0,0,0,1178555169625417777,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,122,49,17,4.59,4.59 (17),42,https://www.airbnb.com/rooms/1178555169625417777?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,97,0.7950819672,25,0,25,0.2049180328,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2250,935,0,1315,0,0,0,0,0,1184107344853114107,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,84,40,4.93,4.93 (29),8,https://www.airbnb.com/rooms/1184107344853114107?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2245,935,0,1310,0,0,0,0,0,1152317658703619687,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,84,40,4.92,4.92 (64),9,https://www.airbnb.com/rooms/1152317658703619687?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2245,950,0,1295,0,0,0,0,0,50138082,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,162,81,39,4.89,4.89 (91),12,https://www.airbnb.com/rooms/50138082?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,54,3,162,1,0,0,0,0,2 beds,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2245,1005,0,1240,0,0,0,0,0,43456041,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,150,70,28,4.78,4.78 (79),23,https://www.airbnb.com/rooms/43456041?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.86,0,21,21,0.14,,TRUE,TRUE,,,,,,,,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2245,1030,0,1215,0,0,0,0,0,1164806505497962135,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,142,65,26,4.73,4.73 (22),28,https://www.airbnb.com/rooms/1164806505497962135?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,122,0.8591549296,20,0,20,0.1408450704,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,TRUE,,,,,FALSE,,,,,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2240,910,0,1330,0,0,0,0,0,614510146401351446,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,177,89,31,4.96,4.96 (99),5,https://www.airbnb.com/rooms/614510146401351446?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,0.7740112994,15,25,40,0.2259887006,,TRUE,,TRUE,,,,,,,FALSE,,TRUE,,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
