rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Fast wifi – 321 Mbps,Dedicated workspace,40 inch HDTV,Elevator,Free washer – In unit,Private patio or balcony,Samsung refrigerator,Microwave,Long term stays allowed,Guest favorite,Wifi,TV,Washer,Dryer,Air conditioning,Patio or balcony,Luggage dropoff allowed,Exterior security cameras on property,Free parking on premises,Shared outdoor pool - available all year,open specific hours,Shared sauna,Washer – In unit,Superhost,Paid parking on premises,Shared hot tub - open specific hours,Carbon monoxide alarm,Smoke alarm,City skyline view,Fast wifi – 266 Mbps,Free parking garage on premises,70 inch HDTV with Amazon Prime Video,Netflix,premium cable,Free dryer – In unit,Mountain view,Fast wifi – 202 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,pool toys,Pets allowed,65 inch HDTV with Netflix,Pool,Hair dryer,Free street parking,Hot tub,50 inch HDTV with Netflix,Mabe refrigerator,Smoking allowed,Valley view,Shared hot tub,Fast wifi – 120 Mbps,Free residential garage on premises – 1 space,Park view,Fast wifi – 187 Mbps,55 inch HDTV with standard cable,Netflix,Amazon Prime Video,Refrigerator,Shared outdoor pool - open specific hours,infinity,55 inch HDTV with Netflix,premium cable,Free dryer,Shared pool,Crib,Shared hot tub - available all year,open specific hours,TV with Roku,Netflix,Shared outdoor pool - open specific hours,Free carport on premises,Sauna,HDTV with standard cable,40 inch HDTV with standard cable,Free carport on premises – 1 space,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV,Fast wifi – 495 Mbps,Paid washer – In building,Paid dryer – In building,HDTV with Netflix,55 inch HDTV,Fast wifi – 77 Mbps,Outdoor pool - open specific hours,TV with standard cable,55 inch HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,Private hot tub - available all year,open 24 hours,HDTV with Fire TV,Garden view,43 inch HDTV with standard cable,Backyard,Fast wifi – 567 Mbps,Free parking on premises – 1 space,Shared outdoor pool - open specific hours,rooftop,Fast wifi – 280 Mbps,32 inch TV with Netflix,standard cable,Free washer – In building,HDTV with Netflix,standard cable,Fast wifi – 59 Mbps,39 inch HDTV,AC - split type ductless system,HDTV with Amazon Prime Video,Bathtub,High chair,60 inch HDTV,Courtyard view,70 inch HDTV with Netflix,premium cable,Roku,standard cable,Free driveway parking on premises – 1 space,Private hot tub,140 inch HDTV with HBO Max,Netflix,DVD player,Portable air conditioning,Shared outdoor pool - available all year,rooftop,60 inch HDTV with Netflix,standard cable,34 inch HDTV with standard cable,Marina view,Free parking garage on premises – 1 space,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,42 inch HDTV with Amazon Prime Video,Netflix,premium cable,standard cable,32 inch HDTV with premium cable,Paid street parking off premises,Paid parking lot off premises,HDTV with standard cable,Netflix,Amazon Prime Video,46 inch HDTV with standard cable,Private backyard,42 inch HDTV with standard cable,Shared pool - open specific hours,Fast wifi – 191 Mbps,Gym in building,Pack ’n play/Travel crib,Hot tub - open specific hours,60 inch HDTV with Netflix,Fast wifi – 317 Mbps,32 inch HDTV with Netflix,Amazon Prime Video,premium cable,Fast wifi – 420 Mbps,Shared hot tub - available seasonally,open specific hours,HDTV with Amazon Prime Video,Apple TV,Disney+,Netflix,42 inch HDTV with Netflix,Fast wifi – 563 Mbps,Fast wifi – 299 Mbps,Dryer – In unit,Fast wifi – 199 Mbps,55 inch TV,43 inch HDTV,Canal view,Shared pool - open specific hours,rooftop,50 inch TV with Roku,standard cable,Crib - available upon request,Shared patio or balcony,Fast wifi – 95 Mbps,42 inch HDTV,Fast wifi – 230 Mbps,32 inch TV with standard cable,premium cable,140 inch HDTV,Fast wifi – 327 Mbps,32 inch HDTV with standard cable,River view,Fast wifi – 318 Mbps,43 inch HDTV with standard cable,Roku,Children’s books and toys,Free residential garage on premises – 2 spaces,127 inch HDTV,32 inch TV with standard cable,Fast wifi – 336 Mbps,Baby bath,Shared outdoor pool - available all year,open specific hours,heated,rooftop,Shared hot tub - available all year,50 inch HDTV with Amazon Prime Video,Netflix,60 inch HDTV with Amazon Prime Video,50 inch HDTV with Chromecast,Disney+,Fast wifi – 231 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,Gym,Free dryer – In building,Shared pool - available all year,Washer – In building,50 inch HDTV with Netflix,premium cable,43 inch HDTV with Netflix,Free washer,Fast wifi – 644 Mbps,40 inch TV,Outdoor pool - available all year,open specific hours,Shared gym in building
140,3581,0,1255,1240,0,4,1080,645806896903084272,Condo in Sabaneta,01/18/25 - 01/21/25,0,270,19,4.78,4.78 (55),22,https://www.airbnb.com/rooms/645806896903084272?,33,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,3579,0,1255,1240,0,4,1080,1217117124295464017,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,19,4.78,4.78 (9),22,https://www.airbnb.com/rooms/1217117124295464017?,33,0,0,NaN,0,0,0,NaN,2 double beds,,TRUE,,TRUE,,,,,,TRUE,,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,3579,0,1295,1200,0,4,1080,971039222408869049,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,11,4.69,4.69 (13),30,https://www.airbnb.com/rooms/971039222408869049?,25,0,0,NaN,0,0,0,NaN,,,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,3576,0,1185,1305,0,4,1080,51019383,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,33,4.91,4.91 (68),9,https://www.airbnb.com/rooms/51019383?,47,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,3576,0,1250,1240,0,4,1080,1070862624060071158,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,20,4.78,4.78 (27),22,https://www.airbnb.com/rooms/1070862624060071158?,34,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,FALSE,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,3574,0,1190,1295,0,4,1080,878506337483363759,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,32,4.89,4.89 (9),11,https://www.airbnb.com/rooms/878506337483363759?,46,0,0,NaN,0,0,0,NaN,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,TRUE,,,FALSE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,3574,0,1270,1215,0,4,1080,1252128766859555291,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,16,4.73,4.73 (11),27,https://www.airbnb.com/rooms/1252128766859555291?,30,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,3571,0,1180,1305,0,4,1080,562893085776599484,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,34,4.91,4.91 (64),9,https://www.airbnb.com/rooms/562893085776599484?,48,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,3571,0,1180,1305,0,4,1080,876746961275292030,Condo in Sabaneta,01/18/25 - 01/21/25,0,270,34,4.91,4.91 (33),9,https://www.airbnb.com/rooms/876746961275292030?,48,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,FALSE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,3569,0,1325,1160,0,4,1080,1015280106652535062,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,5,4.56,4.56 (16),38,https://www.airbnb.com/rooms/1015280106652535062?,18,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,3566,0,1135,1345,0,4,1080,1289928267458422895,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,43,5,5.0 (7),1,https://www.airbnb.com/rooms/1289928267458422895?,58,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,3566,0,1190,1290,0,4,1080,580443931251558342,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,32,4.88,4.88 (52),12,https://www.airbnb.com/rooms/580443931251558342?,46,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,3566,0,1250,1230,0,4,1080,870489302537641416,Home in Sabaneta,01/18/25 - 01/21/25,0,270,20,4.76,4.76 (51),24,https://www.airbnb.com/rooms/870489302537641416?,34,0,0,NaN,0,0,0,NaN,7 beds,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,TRUE,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3561,0,1160,1315,0,4,1080,1008819798977026865,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,38,4.93,4.93 (15),7,https://www.airbnb.com/rooms/1008819798977026865?,52,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,,,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,3561,0,1175,1300,0,4,1080,53186225,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,35,4.9,4.9 (157),10,https://www.airbnb.com/rooms/53186225?,49,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,3561,0,1190,1285,0,4,1080,926122388451425287,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,32,4.87,4.87 (30),13,https://www.airbnb.com/rooms/926122388451425287?,46,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,3561,0,1220,1255,0,4,1080,1163604013021309218,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,26,4.81,4.81 (21),19,https://www.airbnb.com/rooms/1163604013021309218?,40,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3559,0,1205,1265,0,4,1080,1107474530527171035,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,29,4.83,4.83 (12),17,https://www.airbnb.com/rooms/1107474530527171035?,43,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,TRUE,,,FALSE,FALSE,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,3559,0,1270,1205,0,4,1080,951594985056771878,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,16,4.71,4.71 (38),29,https://www.airbnb.com/rooms/951594985056771878?,30,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,3556,0,1125,1345,0,4,1080,52658742,Condo in Sabaneta,01/18/25 - 01/21/25,0,270,45,5,5.0 (11),1,https://www.airbnb.com/rooms/52658742?,60,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,3556,0,1125,1345,0,4,1080,1021084324063293568,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,45,5,5.0 (12),1,https://www.airbnb.com/rooms/1021084324063293568?,60,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,3556,0,1130,1340,0,4,1080,50011462,Condo in Sabaneta,01/18/25 - 01/21/25,0,270,44,4.98,4.98 (53),2,https://www.airbnb.com/rooms/50011462?,59,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,3556,0,1165,1305,0,4,1080,963824174251930793,Apartment in Medellín,01/18/25 - 01/21/25,0,270,37,4.91,4.91 (46),9,https://www.airbnb.com/rooms/963824174251930793?,51,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,3554,0,1200,1265,0,4,1080,1231384383166056749,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,30,4.83,4.83 (6),17,https://www.airbnb.com/rooms/1231384383166056749?,44,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,3554,0,1235,1230,0,4,1080,815302847431908519,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,23,4.76,4.76 (21),24,https://www.airbnb.com/rooms/815302847431908519?,37,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,,,,,,,,,,,TRUE,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,3554,0,1280,1190,0,4,1080,1194193281454176431,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,14,4.67,4.67 (21),32,https://www.airbnb.com/rooms/1194193281454176431?,28,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,3554,0,1275,1190,0,4,1080,1122610915980399592,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,15,4.67,4.67 (6),32,https://www.airbnb.com/rooms/1122610915980399592?,29,0,0,NaN,0,0,0,NaN,,,TRUE,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,3551,0,1120,1345,0,4,1080,840721999275570225,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,46,5,5.0 (24),1,https://www.airbnb.com/rooms/840721999275570225?,61,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,3551,0,1125,1340,0,4,1080,679582104063180713,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,45,4.98,4.98 (55),2,https://www.airbnb.com/rooms/679582104063180713?,60,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
