,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Free street parking,Pets allowed,40 inch HDTV,Washer,SAMSUNG refrigerator,Microwave,Carbon monoxide alarm,Smoke alarm,Guest favorite,Refrigerator,Dedicated workspace,Free parking on premises,65 inch HDTV with HBO Max,Netflix,standard cable,Patio or balcony,Superhost,TV,Private patio or balcony,Exterior security cameras on property,TV with Roku,Private backyard,Luggage dropoff allowed,City skyline view,32 inch HDTV with premium cable,Free washer – In unit,Hair dryer,Long term stays allowed,Backyard,Mountain view,Valley view,Outdoor pool - available all year,open specific hours,Fast wifi – 522 Mbps,43 inch HDTV with Netflix,premium cable,Smoking allowed,Paid parking on premises,Hot tub,Air conditioning,Fire pit,Free parking garage on premises – 1 space,Free residential garage on premises – 1 space,Pool,Shared hot tub - available all year,open specific hours,Shared sauna,Elevator,Paid washer – In building,Paid dryer – In building,Fast wifi – 192 Mbps,TV with standard cable,Wifi – 30 Mbps,HDTV with Netflix,standard cable,EV charger,Fast wifi – 321 Mbps,Samsung refrigerator,Garden view,Shared pool,Bathtub,Dryer,Free driveway parking on premises – 2 spaces,Shared outdoor pool - available all year,open 24 hours,Private hot tub - available all year,open 24 hours,River view,Fast wifi – 220 Mbps,Courtyard view,Free driveway parking on premises,43 inch HDTV with Netflix,Roku,HDTV with Netflix,Free dryer – In unit,Shared patio or balcony,Haceb refrigerator,Fast wifi – 200 Mbps,HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,Mabe refrigerator,55 inch HDTV with Netflix,50 inch HDTV,Park view,Fast wifi – 510 Mbps,Free washer – In building,Shared hot tub,Free dryer – In building,Central air conditioning,Private backyard – Fully fenced,Fast wifi – 363 Mbps,43 inch HDTV with Netflix,standard cable,Paid washer,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Not fully fenced,Free carport on premises,HDTV with standard cable,Netflix,Lake view,Private hot tub,TV with Fire TV,Washer – In unit,High chair,43 inch HDTV,AC - split type ductless system,30 inch TV with Roku,Netflix,Ae refrigerator,Wifi – 5 Mbps,Fast wifi – 60 Mbps,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,Fast wifi – 175 Mbps,32 inch HDTV with standard cable,Fast wifi – 182 Mbps,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,50 inch HDTV with standard cable,55 inch HDTV,Portable air conditioning,Free parking garage on premises,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with Netflix,Disney+,Fast wifi – 218 Mbps,49 inch HDTV with standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,40 inch HDTV with Netflix,standard cable,HDTV with Amazon Prime Video,Disney+,Netflix,40 inch HDTV with HBO Max,Netflix,Fast wifi – 264 Mbps,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,HDTV with Netflix,Amazon Prime Video,standard cable,Shared pool - available all year,Fast wifi – 252 Mbps,Fast wifi – 315 Mbps,Shared indoor pool - available all year,open specific hours,rooftop,32 inch HDTV with Netflix,standard cable,Free driveway parking on premises – 1 space,Shared outdoor pool - available all year,open specific hours,heated,32 inch TV with standard cable,TV with Netflix,Free washer,43 inch HDTV with standard cable,Fast wifi – 81 Mbps,HDTV with Amazon Prime Video,Netflix,Fast wifi – 318 Mbps,HDTV with standard cable,Roku,Netflix,premium cable,32 inch HDTV with Netflix,premium cable,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 306 Mbps,Free carport on premises – 1 space,32 inch HDTV with Roku,43 inch HDTV with Netflix,standard cable,Disney+,HBO Max,Amazon Prime Video,Private pool - available all year,open specific hours,65 inch HDTV with Netflix,Pool view,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,open specific hours,heated,lap pool,Fast wifi – 106 Mbps,Canal view,90 inch HDTV with Netflix,standard cable,Dryer – In unit,43 inch TV with Netflix,LG refrigerator,Paid parking lot on premises – 1 space,Crib,Shared pool - open specific hours,Waterfront,Shared outdoor pool - open specific hours,infinity,lap pool,pool toys
,131,1615,805,0,810,0,0,0,0,0,1254024773204087574,,,,Home in Bello,01/18/25 - 01/21/25,112,44,16,,,43,https://www.airbnb.com/rooms/1254024773204087574?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,120,1.071428571,0,16,16,0.1428571429,7 beds,,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,132,1610,590,0,1020,0,0,0,0,0,1141171209844029961,,,,Apartment in Sabaneta,01/18/25 - 01/21/25,175,87,22,5,5.0 (17),1,https://www.airbnb.com/rooms/1141171209844029961?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,144,0.8228571429,38,22,60,0.3428571429,,TRUE,TRUE,,,,TRUE,,,TRUE,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,133,1610,640,0,970,0,0,0,0,0,960403171192255489,,,,Home in Medellín,01/18/25 - 01/21/25,156,77,30,4.9,4.9 (42),11,https://www.airbnb.com/rooms/960403171192255489?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,162,1.038461538,18,0,18,0.1153846154,2 queen beds,TRUE,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,134,1605,640,0,965,0,0,0,0,0,561819961279582183,,,,Apartment in Bello,01/18/25 - 01/21/25,156,77,23,4.89,4.89 (36),12,https://www.airbnb.com/rooms/561819961279582183?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,117,0.75,20,19,39,0.25,,TRUE,TRUE,TRUE,,,,,,,FALSE,,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,1600,610,0,990,0,0,0,0,0,979746703170678757,,,,Apartment in Bello,01/18/25 - 01/21/25,169,83,28,4.94,4.94 (31),7,https://www.airbnb.com/rooms/979746703170678757?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,0.775147929,14,24,38,0.224852071,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,TRUE,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,136,1600,620,0,980,0,0,0,0,0,1152317658703619687,,,,Loft in Medellín,01/18/25 - 01/21/25,165,81,38,4.92,4.92 (64),9,https://www.airbnb.com/rooms/1152317658703619687?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,137,1600,790,0,810,0,0,0,0,0,1256070824721600265,,,,Apartment in Bello,01/18/25 - 01/21/25,115,47,16,,,43,https://www.airbnb.com/rooms/1256070824721600265?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,96,0.8347826087,3,16,19,0.1652173913,,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,138,1595,785,0,810,0,0,0,0,0,1308214430388512293,,,,Apartment in Bello,01/18/25 - 01/21/25,116,48,17,,New,43,https://www.airbnb.com/rooms/1308214430388512293?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,100,0.8620689655,0,16,16,0.1379310345,,,TRUE,TRUE,,,,TRUE,,,FALSE,,,,,TRUE,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,139,1590,605,0,985,0,0,0,0,0,992323935244736859,,,,Apartment in Bello,01/18/25 - 01/21/25,172,84,30,4.93,4.93 (15),8,https://www.airbnb.com/rooms/992323935244736859?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,0.7965116279,11,24,35,0.2034883721,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,140,1590,780,0,810,0,0,0,0,0,1166035104110057412,,,,Apartment in Bello,01/18/25 - 01/21/25,118,49,12,,,43,https://www.airbnb.com/rooms/1166035104110057412?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.7033898305,18,17,35,0.2966101695,,,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,141,1590,780,0,810,0,0,0,0,0,1211877573558950560,,,,Home in Bello,01/18/25 - 01/21/25,118,49,18,,,43,https://www.airbnb.com/rooms/1211877573558950560?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,101,0.8559322034,0,17,17,0.1440677966,5 beds,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,FALSE,FALSE,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,142,1585,585,0,1000,0,0,0,0,0,614510146401351446,,,,Apartment in Medellín,01/18/25 - 01/21/25,176,88,29,4.96,4.96 (99),5,https://www.airbnb.com/rooms/614510146401351446?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.7727272727,15,25,40,0.2272727273,,TRUE,TRUE,,,,,TRUE,,,FALSE,,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,1585,650,0,935,0,0,0,0,0,1249316559433541618,,,,Apartment in Medellín,01/18/25 - 01/21/25,153,75,22,4.83,4.83 (6),18,https://www.airbnb.com/rooms/1249316559433541618?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,132,0.862745098,20,19,39,0.2549019608,2 beds,,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,1580,615,0,965,0,0,0,0,0,50959813,,,,Apartment in Sabaneta,01/18/25 - 01/21/25,167,82,26,4.89,4.89 (116),12,https://www.airbnb.com/rooms/50959813?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,126,0.754491018,20,21,41,0.245508982,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,,TRUE,,TRUE,,TRUE,,,,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145,1575,735,0,840,0,0,0,0,0,1146624612436692576,,,,Apartment in Medellín,01/18/25 - 01/21/25,128,58,21,4.56,4.56 (41),37,https://www.airbnb.com/rooms/1146624612436692576?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.859375,0,18,18,0.140625,,,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146,1570,555,0,1015,0,0,0,0,0,39048787,,,,Tiny home in Medellín,01/18/25 - 01/21/25,185,94,37,4.99,4.99 (373),2,https://www.airbnb.com/rooms/39048787?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,53,3,159,0.8594594595,0,26,26,0.1405405405,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147,1570,560,0,1010,0,0,0,0,0,46103972,,,,Cabin in Medellín,01/18/25 - 01/21/25,184,93,31,4.98,4.98 (168),3,https://www.airbnb.com/rooms/46103972?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.7717391304,16,26,42,0.2282608696,2 beds,TRUE,TRUE,TRUE,,,,,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,148,1570,570,0,1000,0,0,0,0,0,1051627202320292489,,,,Apartment in Bello,01/18/25 - 01/21/25,181,91,30,4.96,4.96 (23),5,https://www.airbnb.com/rooms/1051627202320292489?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,0.7569060773,18,26,44,0.2430939227,4 beds,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,,TRUE,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,1570,580,0,990,0,0,0,0,0,33652158,,,,Tiny home in Medellín,01/18/25 - 01/21/25,179,89,31,4.94,4.94 (271),7,https://www.airbnb.com/rooms/33652158?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,141,0.7877094972,13,25,38,0.2122905028,,TRUE,TRUE,TRUE,,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,1570,595,0,975,0,0,0,0,0,1185545834850618756,,,,Apartment in Medellín,01/18/25 - 01/21/25,174,86,31,4.91,4.91 (11),10,https://www.airbnb.com/rooms/1185545834850618756?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.816091954,32,0,32,0.183908046,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,1560,655,0,905,0,0,0,0,0,644268754176198822,,,,Apartment in Bello,01/18/25 - 01/21/25,152,74,25,4.75,4.75 (12),24,https://www.airbnb.com/rooms/644268754176198822?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.8157894737,7,21,28,0.1842105263,,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,152,1560,750,0,810,0,0,0,0,0,1109041982569470406,,,,Cabin in San Pedro,01/18/25 - 01/21/25,125,55,20,,,43,https://www.airbnb.com/rooms/1109041982569470406?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,107,0.856,0,18,18,0.144,1 queen bed,,,TRUE,,TRUE,,,,,FALSE,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,153,1550,530,0,1020,0,0,0,0,0,1269545649401416304,,,,Apartment in Bello,01/18/25 - 01/21/25,193,99,32,5,5.0 (3),1,https://www.airbnb.com/rooms/1269545649401416304?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,143,0.7409326425,23,27,50,0.2590673575,5 beds,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,1550,740,0,810,0,0,0,0,0,1056538348519339272,,,,Apartment in Bello,01/18/25 - 01/21/25,127,57,20,,New,43,https://www.airbnb.com/rooms/1056538348519339272?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,109,0.8582677165,0,18,18,0.1417322835,,,TRUE,TRUE,,,,TRUE,,TRUE,FALSE,FALSE,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,1545,555,0,990,0,0,0,0,0,713950007580655568,,,,Condo in Bello,01/18/25 - 01/21/25,185,94,30,4.94,4.94 (70),7,https://www.airbnb.com/rooms/713950007580655568?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7459459459,21,26,47,0.2540540541,,TRUE,TRUE,TRUE,,,,,,,FALSE,,TRUE,,TRUE,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,1545,695,0,850,0,0,0,0,0,40983206,,,,Apartment in Bello,01/18/25 - 01/21/25,139,66,16,4.63,4.63 (40),35,https://www.airbnb.com/rooms/40983206?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,96,0.690647482,23,20,43,0.309352518,3 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,157,1545,715,0,830,0,0,0,0,0,1116695651739649423,,,,Apartment in Bello,01/18/25 - 01/21/25,133,62,22,4.4,4.4 (10),39,https://www.airbnb.com/rooms/1116695651739649423?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,0.8571428571,0,19,19,0.1428571429,,,TRUE,TRUE,,,,TRUE,,,FALSE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
