rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Elevator,Washer,Exterior security cameras on property,Carbon monoxide alarm,Guest favorite,Park view,Free residential garage on premises – 1 space,55 inch HDTV with Amazon Prime Video,Netflix,Smoke alarm,Fast wifi – 342 Mbps,Private hot tub,55 inch HDTV with standard cable,Dryer,Fast wifi – 602 Mbps,Luggage dropoff allowed,Hair dryer,Superhost,Free dryer – In unit,Refrigerator,50 inch HDTV with Netflix,Free washer – In unit,Haceb refrigerator,Long term stays allowed,City skyline view,Free street parking,TV with Roku,Netflix,Garden view,Air conditioning,LG refrigerator,Hot tub,Sauna,Shared indoor pool - available all year,open specific hours,heated,Private hot tub - available all year,open 24 hours,65 inch HDTV with Netflix,premium cable,Fast wifi – 91 Mbps,55 inch HDTV with Netflix,standard cable,Private patio or balcony,Mountain view,Private pool - lap pool,Free parking on premises – 1 space,Courtyard view,Fast wifi – 76 Mbps,Microwave,Fast wifi – 67 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Patio or balcony,Fast wifi – 308 Mbps,Shared hot tub - available all year,open specific hours,Shared sauna,HDTV with standard cable,Pool,Mabe refrigerator,Smoking allowed,Fast wifi – 198 Mbps,Private backyard – Fully fenced,Paid parking off premises,Paid washer – In building,Paid dryer – In building,43 inch HDTV with Netflix,Shared patio or balcony,Free carport on premises,31 inch HDTV with Netflix,HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,Shared hot tub,60 inch HDTV with standard cable,Fast wifi – 313 Mbps,Free parking garage on premises,65 inch HDTV with premium cable,Netflix,Shared hot tub - available all year,45 inch HDTV with standard cable,Fast wifi – 77 Mbps,HDTV with Fire TV,Fast wifi – 184 Mbps,Fast wifi – 567 Mbps,Crib,Free dryer – In building,TV with standard cable,55 inch HDTV with Netflix,Backyard,Private sauna,43 inch HDTV,Children’s books and toys,HDTV with Apple TV,Fast wifi – 334 Mbps,Indoor fireplace,Fire pit,AC - split type ductless system,Valley view,65 inch HDTV with Apple TV,Chromecast,Disney+,Hulu,Netflix,premium cable,standard cable,Free dryer,Portable air conditioning,Free washer – In building,Shared hot tub - open specific hours,Free driveway parking on premises – 1 space,140 inch HDTV with HBO Max,Netflix,DVD player,Free residential garage on premises – 2 spaces,Shared pool,75 inch HDTV with Netflix,premium cable,42 inch HDTV with standard cable,High chair,Fast wifi – 178 Mbps,Free carport on premises – 2 spaces,55 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,50 inch HDTV,34 inch HDTV with standard cable,Fast wifi – 85 Mbps,60 inch HDTV with Amazon Prime Video,Apple TV,Chromecast,Disney+,HBO Max,Hulu,Netflix,Washer – In building,Shared backyard – Not fully fenced,HDTV with Amazon Prime Video,Netflix,Disney+,standard cable,Fast wifi – 113 Mbps,80 inch HDTV with Chromecast,Netflix,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Fast wifi – 348 Mbps,Free parking garage on premises – 1 space,55 inch HDTV,TV with Netflix,50 inch TV with Netflix,standard cable,Fast wifi – 279 Mbps,Private outdoor pool - available all year,open 24 hours,infinity,Free carport on premises – 1 space,HDTV with standard cable,Netflix,premium cable,Free carport on premises – 4 spaces,Private outdoor pool - available all year,open 24 hours,olympic-sized,46 inch HDTV,Bathtub,Pack ’n play/Travel crib - available upon request,Hot tub - open specific hours,Fast wifi – 160 Mbps,60 inch HDTV with Netflix,standard cable,Paid parking on premises,58 inch HDTV,Beach access – Beachfront,Dryer – In building,HDTV with premium cable,Netflix,Central air conditioning,HACEB refrigerator,40 inch HDTV with premium cable,standard cable,43 inch HDTV with standard cable,Fast wifi – 410 Mbps,Fast wifi – 317 Mbps,32 inch HDTV with Netflix,Amazon Prime Video,premium cable,Private pool,55 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,premium cable,standard cable,Fast wifi – 263 Mbps,Fast wifi – 199 Mbps,55 inch TV,32 inch HDTV,Shared backyard – Fully fenced,MABE refrigerator,Fast wifi – 327 Mbps,40 inch HDTV with Amazon Prime Video,Netflix,premium cable,standard cable,Disney+,43 inch HDTV with Amazon Prime Video,Netflix,Fast wifi – 267 Mbps,Wifi – 4 Mbps,Private hot tub - open 24 hours,Fast wifi – 137 Mbps,Free driveway parking on premises – 5 spaces,65 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Hulu,Netflix,Roku,32 inch HDTV with premium cable,TV with Netflix,standard cable,70 inch HDTV with Netflix,standard cable,Fast wifi – 172 Mbps,65 inch HDTV,Fast wifi – 95 Mbps,42 inch HDTV,Dryer – In unit,Fast wifi – 193 Mbps,Fast wifi – 307 Mbps,42 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,TV with Netflix,Amazon Prime Video,Private backyard – Not fully fenced,50 inch HDTV with premium cable,Fast wifi – 344 Mbps,Fast wifi – 108 Mbps,Resort view,107 inch HDTV with Netflix,premium cable,Crib - available upon request,TV with Roku,Fast wifi – 180 Mbps,49 inch TV with Netflix,standard cable,SAMSUNG refrigerator,40 inch HDTV,Shared hot tub - available seasonally,open specific hours,HDTV,32 inch TV with Netflix,Amazon Prime Video,Disney+,Hisense refrigerator
136,3219,0,1140,1070,0,4,1000,0,5,1140469251135330572,Apartment in Envigado,01/18/25 - 01/21/25,0,250,22,4.6,4.6 (5),36,https://www.airbnb.com/rooms/1140469251135330572?,33,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,TRUE,TRUE,,,TRUE,,,,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3216,0,980,1230,0,4,1000,2,0,569013406988758799,Vacation home in Medellín,01/18/25 - 01/21/25,0,250,54,4.96,4.96 (105),4,https://www.airbnb.com/rooms/569013406988758799?,65,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,3216,0,1055,1155,0,4,1000,2,0,1141297136647373910,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,39,4.81,4.81 (32),19,https://www.airbnb.com/rooms/1141297136647373910?,50,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,3214,0,1100,1110,0,4,1000,0,0,1203796380545403763,Apartment in Envigado,01/18/25 - 01/21/25,0,250,30,4.72,4.72 (32),28,https://www.airbnb.com/rooms/1203796380545403763?,41,0,0,NaN,0,0,0,NaN,1 queen bed,,,TRUE,,,,TRUE,TRUE,TRUE,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3214,0,1120,1090,0,4,1000,0,0,1056517772729000850,Apartment in Envigado,01/18/25 - 01/21/25,0,250,26,4.67,4.67 (9),32,https://www.airbnb.com/rooms/1056517772729000850?,37,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,3211,0,980,1225,0,4,1000,2,0,980692344729419908,Apartment in Envigado,01/18/25 - 01/21/25,0,250,54,4.95,4.95 (21),5,https://www.airbnb.com/rooms/980692344729419908?,65,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,3206,0,1015,1185,0,4,1000,2,0,39341772,Apartment in Envigado,01/18/25 - 01/21/25,0,250,47,4.87,4.87 (111),13,https://www.airbnb.com/rooms/39341772?,58,0,0,NaN,0,0,0,NaN,6 beds,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,TRUE,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,3204,0,1195,1000,0,4,1000,0,5,1100688715128707277,Apartment in Envigado,01/18/25 - 01/21/25,0,250,11,,,50,https://www.airbnb.com/rooms/1100688715128707277?,22,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,3201,0,1030,1165,0,4,1000,2,0,621833492881223520,Apartment in Envigado,01/18/25 - 01/21/25,0,250,44,4.83,4.83 (47),17,https://www.airbnb.com/rooms/621833492881223520?,55,0,0,NaN,0,0,0,NaN,1 king bed,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,3199,0,1120,1070,0,4,1000,0,5,1279950855800093242,Apartment in Medellín,01/18/25 - 01/21/25,0,250,26,4.6,4.6 (10),36,https://www.airbnb.com/rooms/1279950855800093242?,37,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,3199,0,1190,1000,0,4,1000,0,5,1159117093767560223,Cabin in Envigado,01/18/25 - 01/21/25,0,250,12,,,50,https://www.airbnb.com/rooms/1159117093767560223?,23,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,3196,0,955,1235,0,4,1000,2,0,1109484229625674525,Apartment in Envigado,01/18/25 - 01/21/25,0,250,59,4.97,4.97 (30),3,https://www.airbnb.com/rooms/1109484229625674525?,71,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,3196,0,1055,1135,0,4,1000,2,0,697759636753115838,Apartment in Antioquia,01/18/25 - 01/21/25,0,250,39,4.77,4.77 (84),23,https://www.airbnb.com/rooms/697759636753115838?,50,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,3194,0,1080,1105,0,4,1000,0,5,600035572019770227,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,34,4.71,4.71 (55),29,https://www.airbnb.com/rooms/600035572019770227?,45,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,3194,0,1120,1065,0,4,1000,0,5,1172554909367874029,Apartment in Envigado,01/18/25 - 01/21/25,0,250,26,4.56,4.56 (9),37,https://www.airbnb.com/rooms/1172554909367874029?,37,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,TRUE,TRUE,,,TRUE,,,,FALSE,,,,,FALSE,,,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,3194,0,1180,1005,0,4,1000,0,5,1172543822965725392,Apartment in Envigado,01/18/25 - 01/21/25,0,250,14,4,4.0 (4),49,https://www.airbnb.com/rooms/1172543822965725392?,25,0,0,NaN,0,0,0,NaN,1 double bed,,TRUE,TRUE,,,,TRUE,,,,FALSE,,,,,FALSE,,,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,3191,0,975,1210,0,4,1000,2,0,54313327,Apartment in Envigado,01/18/25 - 01/21/25,0,250,55,4.92,4.92 (83),8,https://www.airbnb.com/rooms/54313327?,66,0,0,NaN,0,0,0,NaN,9 beds,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3191,0,980,1205,0,4,1000,2,0,871239959705939608,Apartment in Envigado,01/18/25 - 01/21/25,0,250,54,4.91,4.91 (23),9,https://www.airbnb.com/rooms/871239959705939608?,65,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,3191,0,1020,1165,0,4,1000,2,0,778987352241252483,Apartment in Envigado,01/18/25 - 01/21/25,0,250,46,4.83,4.83 (53),17,https://www.airbnb.com/rooms/778987352241252483?,57,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,3189,0,1120,1065,0,4,1000,0,0,758098950689210488,Loft in Envigado,01/18/25 - 01/21/25,0,250,26,4.56,4.56 (99),37,https://www.airbnb.com/rooms/758098950689210488?,37,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,3189,0,1140,1040,0,4,1000,0,5,910124344372507953,Apartment in Envigado,01/18/25 - 01/21/25,0,250,22,4.46,4.46 (13),42,https://www.airbnb.com/rooms/910124344372507953?,33,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,FALSE,,,,,,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3186,0,985,1195,0,4,1000,2,0,942924566072658529,Apartment in Envigado,01/18/25 - 01/21/25,0,250,53,4.89,4.89 (19),11,https://www.airbnb.com/rooms/942924566072658529?,64,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,3186,0,990,1190,0,4,1000,2,0,563952236920205017,Apartment in Envigado,01/18/25 - 01/21/25,0,250,52,4.88,4.88 (116),12,https://www.airbnb.com/rooms/563952236920205017?,63,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,3186,0,1005,1175,0,4,1000,2,0,802312556685691403,Apartment in Envigado,01/18/25 - 01/21/25,0,250,49,4.85,4.85 (98),15,https://www.airbnb.com/rooms/802312556685691403?,60,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,3184,0,1175,1000,0,4,1000,0,5,1113916045052059695,Apartment in Envigado,01/18/25 - 01/21/25,0,250,15,,,50,https://www.airbnb.com/rooms/1113916045052059695?,26,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,,,TRUE,,,FALSE,,,,,FALSE,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
