,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Backyard,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Garden view,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Courtyard view,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,Free parking garage on premises – 1 space,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Park view,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 235 Mbps,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Patio or balcony,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Shared hot tub,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,Shared sauna,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,Private hot tub - available all year,open 24 hours,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Shared outdoor pool - available all year,open specific hours,lap pool,Private hot tub,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Free dryer,32 inch HDTV with Fire TV,standard cable,Bathtub,Shared hot tub - available all year,open specific hours,43 inch HDTV with Netflix,standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Washer – In building,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 93 Mbps,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Fast wifi – 475 Mbps,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Pool,Paid parking lot off premises,Sound system
,141,1895,775,0,1120,0,0,0,0,0,1039296194701457836,,,,Apartment in Medellín,01/18/25 - 01/21/25,158,75,30,4.94,4.94 (33),6,https://www.airbnb.com/rooms/1039296194701457836?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.8607594937,0,22,22,0.1392405063,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,142,1890,795,0,1095,0,0,0,0,0,881991694064575844,,,,Apartment in Belén,01/18/25 - 01/21/25,154,71,25,4.89,4.89 (65),11,https://www.airbnb.com/rooms/881991694064575844?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,120,0.7792207792,15,19,34,0.2207792208,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,1890,990,0,900,0,0,0,0,0,1250254731461215305,,,,Apartment in Medellín,01/18/25 - 01/21/25,107,32,19,,,50,https://www.airbnb.com/rooms/1250254731461215305?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.9626168224,4,0,4,0.03738317757,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,144,1885,815,0,1070,0,0,0,0,0,43179909,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,150,67,28,4.84,4.84 (141),16,https://www.airbnb.com/rooms/43179909?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.86,0,21,21,0.14,,TRUE,TRUE,,,,,,,,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,145,1885,865,0,1020,0,0,0,0,0,1150364931064295476,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,57,30,4.74,4.74 (43),26,https://www.airbnb.com/rooms/1150364931064295476?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,146,1880,735,0,1145,0,0,0,0,0,1263769456381535784,,,,Apartment in El Poblado,01/18/25 - 01/21/25,169,83,35,5,5.0 (12),1,https://www.airbnb.com/rooms/1263769456381535784?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,165,0.9763313609,0,21,21,0.124260355,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147,1880,745,0,1135,0,0,0,0,0,643513622653579206,,,,Apartment in Medellín,01/18/25 - 01/21/25,164,81,27,4.97,4.97 (30),3,https://www.airbnb.com/rooms/643513622653579206?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,127,0.7743902439,17,20,37,0.2256097561,2 double beds,TRUE,,TRUE,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,148,1880,750,0,1130,0,0,0,0,0,10450836,,,,Apartment in Medellín,01/18/25 - 01/21/25,163,80,26,4.96,4.96 (25),4,https://www.airbnb.com/rooms/10450836?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.754601227,20,20,40,0.245398773,,TRUE,TRUE,,TRUE,,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,149,1880,825,0,1055,0,0,0,0,0,894510304690245127,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,148,65,20,4.81,4.81 (47),19,https://www.airbnb.com/rooms/894510304690245127?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7094594595,25,18,43,0.2905405405,2 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150,1875,815,0,1060,0,0,0,0,0,43179884,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,150,67,28,4.82,4.82 (85),18,https://www.airbnb.com/rooms/43179884?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.86,0,21,21,0.14,,TRUE,TRUE,,,,,,,TRUE,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,151,1870,740,0,1130,0,0,0,0,0,1131247400002710601,,,,Loft in Medellín,01/18/25 - 01/21/25,165,82,40,4.96,4.96 (45),4,https://www.airbnb.com/rooms/1131247400002710601?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,152,1870,795,0,1075,0,0,0,0,0,53477119,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,154,71,22,4.85,4.85 (82),15,https://www.airbnb.com/rooms/53477119?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,111,0.7207792208,21,22,43,0.2792207792,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,153,1870,915,0,955,0,0,0,0,0,1178555169625417777,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,122,47,17,4.59,4.59 (17),39,https://www.airbnb.com/rooms/1178555169625417777?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,97,0.7950819672,25,0,25,0.2049180328,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,154,1865,750,0,1115,0,0,0,0,0,716014686002708737,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,163,80,26,4.93,4.93 (120),7,https://www.airbnb.com/rooms/716014686002708737?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.754601227,20,20,40,0.245398773,1 queen bed,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155,1860,760,0,1100,0,0,0,0,0,643523203753562772,,,,Apartment in Medellín,01/18/25 - 01/21/25,161,78,26,4.9,4.9 (31),10,https://www.airbnb.com/rooms/643523203753562772?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7701863354,17,20,37,0.2298136646,2 beds,TRUE,,TRUE,TRUE,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,156,1855,740,0,1115,0,0,0,0,0,1184107344853114107,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,82,40,4.93,4.93 (29),7,https://www.airbnb.com/rooms/1184107344853114107?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,157,1855,815,0,1040,0,0,0,0,0,43456041,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,150,67,28,4.78,4.78 (79),22,https://www.airbnb.com/rooms/43456041?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.86,0,21,21,0.14,,TRUE,TRUE,,,,,,,,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,158,1855,840,0,1015,0,0,0,0,0,1164806505497962135,Yes,,,Apartment in Medellín,01/18/25 - 01/21/25,142,62,26,4.73,4.73 (22),27,https://www.airbnb.com/rooms/1164806505497962135?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,122,0.8591549296,20,0,20,0.1408450704,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,TRUE,,,,,FALSE,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,159,1850,740,0,1110,0,0,0,0,0,1152317658703619687,,,,Loft in Medellín,01/18/25 - 01/21/25,165,82,40,4.92,4.92 (64),8,https://www.airbnb.com/rooms/1152317658703619687?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,160,1850,755,0,1095,0,0,0,0,0,50138082,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,162,79,39,4.89,4.89 (91),11,https://www.airbnb.com/rooms/50138082?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,54,3,162,1,0,0,0,0,2 beds,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,161,1850,875,0,975,0,0,0,0,0,1271288622876549112,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,131,55,29,4.63,4.63 (8),35,https://www.airbnb.com/rooms/1271288622876549112?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,162,1845,715,0,1130,0,0,0,0,0,614510146401351446,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,176,87,30,4.96,4.96 (99),4,https://www.airbnb.com/rooms/614510146401351446?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.7727272727,15,25,40,0.2272727273,,TRUE,,TRUE,,,,,,,FALSE,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,163,1845,740,0,1105,0,0,0,0,0,1057144230512146296,Yes,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,165,82,26,4.91,4.91 (35),9,https://www.airbnb.com/rooms/1057144230512146296?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.7515151515,18,23,41,0.2484848485,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,1840,850,0,990,0,0,0,0,0,1178588426036911636,,,,Apartment in Medellín,01/18/25 - 01/21/25,139,60,23,4.67,4.67 (15),32,https://www.airbnb.com/rooms/1178588426036911636?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,0.8201438849,25,0,25,0.1798561151,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,165,1835,890,0,945,0,0,0,0,0,1146624612436692576,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,128,52,22,4.56,4.56 (41),41,https://www.airbnb.com/rooms/1146624612436692576?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.859375,0,18,18,0.140625,,TRUE,TRUE,,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,166,1830,725,0,1105,0,0,0,0,0,1185545834850618756,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,174,85,32,4.91,4.91 (11),9,https://www.airbnb.com/rooms/1185545834850618756?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.816091954,32,0,32,0.183908046,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,,TRUE,,,,FALSE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,167,1830,740,0,1090,0,0,0,0,0,1056646364623620372,Maybe,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,165,82,26,4.88,4.88 (17),12,https://www.airbnb.com/rooms/1056646364623620372?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,133,0.8060606061,18,23,41,0.2484848485,3 beds,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,TRUE,,TRUE,,,FALSE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,168,1830,810,0,1020,0,0,0,0,0,1188027336965089937,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,151,68,26,4.74,4.74 (42),26,https://www.airbnb.com/rooms/1188027336965089937?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.821192053,6,21,27,0.178807947,,TRUE,TRUE,,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,169,1825,720,0,1105,0,0,0,0,0,53541503,,,,Apartment in Medellín,01/18/25 - 01/21/25,175,86,30,4.91,4.91 (119),9,https://www.airbnb.com/rooms/53541503?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,134,0.7657142857,16,25,41,0.2342857143,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
